                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     20,                0.05408,                0.61497,                0.86995,                0.37792,                      1,                0.59853,                0.59853,                0.03193,                 59.396,                0.16653,               0.008119,               0.008119,               0.008119
                     21,                    inf,                0.61484,                0.87065,                0.37792,                      1,                0.59922,                0.59922,                0.03088,                 59.092,                0.16558,                0.00802,                0.00802,                0.00802
                     22,                0.05294,                0.61268,                0.87025,                0.37792,                      1,                0.59682,                0.59682,                0.02866,                  58.46,                0.16498,               0.007921,               0.007921,               0.007921
                     23,                    inf,                0.61324,                0.87047,                0.37792,                      1,                0.59582,                0.59582,                0.02812,                 58.291,                0.16467,               0.007822,               0.007822,               0.007822
                     24,                0.05258,                0.61155,                0.87058,                0.37792,                      1,                0.59557,                0.59557,                0.02681,                 58.344,                0.16317,               0.007723,               0.007723,               0.007723
                     25,                    inf,                0.61247,                0.87014,                0.37792,                      1,                0.58989,                0.58989,                 0.0265,                 59.344,                0.16177,               0.007624,               0.007624,               0.007624
                     26,                    inf,                0.61217,                0.87009,                0.37792,                      1,                0.59447,                0.59447,                0.02712,                 60.422,                0.16229,               0.007525,               0.007525,               0.007525
                     27,                0.05115,                 0.6128,                0.86928,                0.37792,                      1,                0.59312,                0.59312,                0.02525,                  61.45,                0.16147,               0.007426,               0.007426,               0.007426
                     28,                  0.051,                0.61095,                0.87047,                0.37792,                      1,                0.59429,                0.59429,                0.03109,                  65.29,                0.16618,               0.007327,               0.007327,               0.007327
                     29,                    inf,                0.61222,                0.86966,                0.37792,                      1,                0.59416,                0.59415,                0.03254,                 65.774,                0.16611,               0.007228,               0.007228,               0.007228
                     30,                    inf,                0.61118,                0.86987,                0.37792,                      1,                0.59443,                0.59442,                0.04587,                 61.794,                0.17813,               0.007129,               0.007129,               0.007129
                     31,                    inf,                 0.6102,                0.87001,                0.37792,                      1,                0.59286,                0.59285,                 0.0461,                 62.066,                0.17829,                0.00703,                0.00703,                0.00703
                     32,                    inf,                  0.611,                0.86986,                0.37792,                      1,                0.59057,                0.59057,                0.04493,                 67.161,                0.17676,               0.006931,               0.006931,               0.006931
                     33,                    inf,                0.61134,                0.86974,                0.37792,                      1,                0.59506,                0.59506,                0.03487,                 70.173,                0.16523,               0.006832,               0.006832,               0.006832
                     34,                 0.0485,                0.60887,                0.86943,                0.37792,                      1,                0.59068,                0.59068,                0.03352,                 68.678,                0.16287,               0.006733,               0.006733,               0.006733
                     35,                    inf,                0.61035,                0.86921,                0.37792,                      1,                0.59561,                0.59561,                0.03349,                 68.845,                0.16152,               0.006634,               0.006634,               0.006634
                     36,                    inf,                0.60974,                0.86925,                0.37792,                      1,                0.59473,                0.59472,                 0.0339,                 70.621,                0.16289,               0.006535,               0.006535,               0.006535
                     37,                    inf,                 0.6104,                0.86952,                0.37792,                      1,                0.59302,                0.59302,                0.03223,                 65.197,                0.16234,               0.006436,               0.006436,               0.006436
                     38,                    inf,                0.61159,                0.86971,                0.37792,                      1,                0.58953,                0.58953,                 0.0313,                 65.024,                0.16239,               0.006337,               0.006337,               0.006337
                     39,                    inf,                0.61114,                0.86946,                0.37792,                      1,                0.58983,                0.58983,                0.03502,                  141.5,                0.16585,               0.006238,               0.006238,               0.006238
                     40,                0.04645,                0.60863,                0.86927,                0.37792,                      1,                0.59259,                0.59259,                0.04158,                 158.56,                0.17135,               0.006139,               0.006139,               0.006139
                     41,                    inf,                0.60787,                0.86891,                0.37792,                      1,                0.59141,                0.59141,                0.04489,                 136.59,                0.17455,                0.00604,                0.00604,                0.00604
                     42,                0.04482,                0.60863,                0.86994,                0.37792,                      1,                0.59675,                0.59675,                 0.0454,                 106.05,                0.17507,               0.005941,               0.005941,               0.005941
                     43,                    inf,                0.60833,                0.86932,                0.37792,                      1,                0.59221,                0.59221,                0.04322,                 90.796,                0.17286,               0.005842,               0.005842,               0.005842
                     44,                0.04338,                0.60711,                0.86865,                0.37792,                      1,                0.59296,                0.59296,                0.03994,                 92.234,                0.17091,               0.005743,               0.005743,               0.005743
                     45,                    inf,                0.60764,                0.86936,                0.37792,                      1,                0.59434,                0.59434,                0.03608,                 92.122,                0.16877,               0.005644,               0.005644,               0.005644
                     46,                0.04233,                 0.6065,                0.86875,                0.37792,                      1,                0.59425,                0.59425,                0.03508,                 88.692,                0.16707,               0.005545,               0.005545,               0.005545
                     47,                    inf,                0.60899,                0.86905,                0.37792,                      1,                0.59431,                0.59431,                0.03638,                 75.702,                0.16682,               0.005446,               0.005446,               0.005446
                     48,                0.04256,                0.60835,                0.86852,                0.37792,                      1,                0.59306,                0.59306,                0.03911,                 64.809,                0.16837,               0.005347,               0.005347,               0.005347
                     49,                    inf,                0.60888,                 0.8696,                0.37792,                      1,                0.59568,                0.59568,                0.04194,                 64.681,                0.16957,               0.005248,               0.005248,               0.005248
                     50,                    inf,                0.61199,                0.86946,                0.37792,                      1,                0.57787,                0.57787,                0.26244,                 66.057,                0.35259,               0.005149,               0.005149,               0.005149
                     51,                0.05805,                0.62629,                0.87059,                0.37792,                      1,                0.39308,                0.39308,                0.33077,                 118.12,                0.47739,                0.00505,                0.00505,                0.00505
                     52,                0.05169,                0.61942,                0.86959,                0.02362,                      1,                0.09401,                 0.0282,                 1.3092,                  671.8,                  1.083,               0.004951,               0.004951,               0.004951
                     53,                    inf,                 0.6158,                0.86986,                0.02362,                      1,                0.09401,                 0.0282,                 2.1718,                 754.27,                 1.4299,               0.004852,               0.004852,               0.004852
                     54,                 0.0899,                0.66717,                0.87639,                0.02362,                      1,                0.09401,                 0.0282,                 3.1705,                 1195.4,                 4.8542,               0.004753,               0.004753,               0.004753
                     55,                0.08473,                0.65633,                 0.8739,                  0.018,                      1,                0.01979,                0.00396,                 2.1586,                 221.94,                  3.644,               0.004654,               0.004654,               0.004654
                     56,                    inf,                0.64712,                0.87248,                 0.0189,                      1,                 0.0235,                0.00705,                 1.9336,                  246.2,                 41.375,               0.004555,               0.004555,               0.004555
                     57,                0.07595,                0.64603,                0.87272,                 0.0189,                      1,                 0.0235,                0.00705,                 2.1706,                 93.084,                 91.988,               0.004456,               0.004456,               0.004456
                     58,                 0.0721,                0.63867,                0.87269,                 0.0189,                      1,                 0.0235,                0.00705,                 2.3793,                  17.59,                 140.19,               0.004357,               0.004357,               0.004357
                     59,                0.06834,                 0.6366,                  0.872,                 0.0189,                      1,                 0.0235,                0.00705,                0.00146,                 9.5047,                0.00145,               0.004258,               0.004258,               0.004258
                     60,                    inf,                0.63173,                0.87119,                 0.0189,                      1,                 0.0235,                0.00705,                0.00152,                 3.5061,                0.00151,               0.004159,               0.004159,               0.004159
                     61,                0.05961,                0.62702,                0.87023,                 0.0189,                      1,                 0.0235,                0.00705,                0.00155,                 3.2294,                0.00154,                0.00406,                0.00406,                0.00406
                     62,                    inf,                0.62502,                0.87033,                 0.0189,                      1,                 0.0235,                0.00705,                0.00158,                  3.186,                0.00157,               0.003961,               0.003961,               0.003961
                     63,                    inf,                0.62469,                0.87017,                 0.0189,                      1,                 0.0235,                0.00705,                0.00158,                 8.3315,                0.00157,               0.003862,               0.003862,               0.003862
                     64,                0.05466,                0.62883,                0.87019,                 0.0189,                      1,                 0.0235,                0.00705,                0.00162,                 8.2371,                0.00162,               0.003763,               0.003763,               0.003763
                     65,                    inf,                0.62633,                0.87008,                 0.0189,                      1,                 0.0235,                0.00705,                0.00164,                 8.7242,                0.00164,               0.003664,               0.003664,               0.003664
                     66,                0.05639,                0.62474,                0.87043,                 0.0189,                      1,                 0.0235,                0.00705,                0.00166,                 1.2066,                0.00165,               0.003565,               0.003565,               0.003565
                     67,                0.05593,                0.62462,                0.87041,                 0.0189,                      1,                 0.0235,                0.00705,                0.00168,                      0,                0.00168,               0.003466,               0.003466,               0.003466
                     68,                    inf,                0.62115,                 0.8693,                 0.0189,                      1,                 0.0235,                0.00705,                0.00174,                      0,                0.00173,               0.003367,               0.003367,               0.003367
                     69,                0.05165,                0.62135,                0.86963,                 0.0189,                      1,                 0.0235,                0.00705,                0.00294,                      0,                0.00782,               0.003268,               0.003268,               0.003268
                     70,                    inf,                0.62003,                0.86933,                 0.0189,                      1,                 0.0235,                0.00705,                0.00989,                      0,                0.02983,               0.003169,               0.003169,               0.003169
                     71,                    inf,                0.62126,                  0.869,                 0.0189,                      1,                 0.0235,                0.00705,                0.01049,                      0,                0.03323,                0.00307,                0.00307,                0.00307
                     72,                0.05005,                0.62265,                0.86906,                 0.0189,                      1,                 0.0235,                0.00705,                0.00949,                      0,                0.02741,               0.002971,               0.002971,               0.002971
                     73,                    inf,                  0.622,                0.86992,                 0.0189,                      1,                 0.0235,                0.00705,                 0.0019,                      0,                0.00189,               0.002872,               0.002872,               0.002872
                     74,                    inf,                0.62275,                0.86933,                 0.0189,                      1,                 0.0235,                0.00705,                0.29282,                0.23612,                0.33996,               0.002773,               0.002773,               0.002773
                     75,                    inf,                0.62511,                 0.8691,                 0.0189,                      1,                 0.0235,                0.00705,                 3.1395,                 2.3539,                 3.3918,               0.002674,               0.002674,               0.002674
                     76,                    inf,                0.62622,                0.86916,                 0.0189,                      1,                 0.0235,                0.00705,                 3.1394,                 2.3938,                 3.3715,               0.002575,               0.002575,               0.002575
                     77,                0.05571,                0.62717,                0.86982,                 0.0189,                      1,                 0.0235,                0.00705,                 3.1023,                 2.5328,                 3.3362,               0.002476,               0.002476,               0.002476
                     78,                    inf,                 0.6277,                   0.87,                 0.0189,                      1,                 0.0235,                0.00705,                 3.1418,                  2.393,                 3.3574,               0.002377,               0.002377,               0.002377
                     79,                0.05384,                0.62779,                0.86946,                 0.0189,                      1,                 0.0235,                0.00705,                0.01802,                      0,                0.02737,               0.002278,               0.002278,               0.002278
                     80,                    inf,                0.62507,                0.86916,                 0.0189,                      1,                 0.0235,                0.00705,                0.00174,                      0,                0.00174,               0.002179,               0.002179,               0.002179
                     81,                    inf,                0.62513,                0.86914,                 0.0189,                      1,                 0.0235,                0.00705,                    nan,                    nan,                    nan,                0.00208,                0.00208,                0.00208
                     82,                    inf,                0.62469,                0.86971,                 0.0189,                      1,                 0.0235,                0.00705,                    nan,                    nan,                    nan,               0.001981,               0.001981,               0.001981
                     83,                    inf,                0.64915,                0.87059,                 0.0189,                      1,                 0.0235,                0.00705,                0.00182,                      0,                0.00181,               0.001882,               0.001882,               0.001882
                     84,                0.08967,                0.67013,                0.87669,                 0.0189,                      1,                 0.0235,                0.00705,                 3.0736,                 287.24,                 8.2712,               0.001783,               0.001783,               0.001783
                     85,                0.08428,                0.65906,                0.87396,                 0.0189,                      1,                 0.0235,                0.00705,                 3.1397,                 520.04,                 9.9413,               0.001684,               0.001684,               0.001684
                     86,                 0.0692,                0.64255,                0.87149,                0.37792,                      1,                0.49259,                0.04926,                 2.8079,                 222.86,                  19.17,               0.001585,               0.001585,               0.001585
                     87,                    inf,                0.63382,                0.87071,                0.04121,                0.87234,                0.09689,                0.00969,                 3.1067,                  29.49,                 16.222,               0.001486,               0.001486,               0.001486
                     88,                0.05585,                0.62801,                 0.8701,                0.04121,                0.87234,                0.09689,                0.00969,                 3.1208,                 2.2714,                 15.742,               0.001387,               0.001387,               0.001387
                     89,                    inf,                0.62718,                0.87027,                0.04121,                0.87234,                0.09689,                0.00969,                 3.0314,                 1.7169,                 12.475,               0.001288,               0.001288,               0.001288
                     90,                    inf,                0.62855,                0.86977,                0.00021,                0.00338,                0.00011,                  1e-05,                 2.9961,                 1.5601,                 9.2994,               0.001189,               0.001189,               0.001189
                     91,                 0.0435,                0.61214,                0.85215,                0.00021,                0.00338,                0.00011,                  1e-05,                0.31018,                 1.2928,                0.49785,                0.00109,                0.00109,                0.00109
                     92,                0.03634,                0.60565,                0.85015,                0.00021,                0.00338,                0.00011,                  1e-05,                 1.0383,                  1.144,                 1.4135,               0.000991,               0.000991,               0.000991
                     93,                    inf,                0.60414,                0.85012,                0.00021,                0.00338,                0.00011,                  1e-05,                 2.1176,                 1.8401,                 2.6917,               0.000892,               0.000892,               0.000892
                     94,                    inf,                0.60959,                0.85041,                0.00021,                0.00338,                0.00011,                  1e-05,                  2.739,                 3.4443,                 9.1991,               0.000793,               0.000793,               0.000793
                     95,                    inf,                0.66315,                0.85657,                0.00021,                0.00338,                0.00011,                  1e-05,                 2.8998,                 3.3336,                 13.924,               0.000694,               0.000694,               0.000694
                     96,                    inf,                 0.6763,                0.86019,                0.00021,                0.00338,                0.00011,                  1e-05,                 2.9043,                 5.4026,                 11.878,               0.000595,               0.000595,               0.000595
                     97,                0.07688,                0.65301,                0.86232,                0.00021,                0.00338,                0.00011,                  1e-05,                 2.5574,                 11.139,                  7.281,               0.000496,               0.000496,               0.000496
                     98,                0.06883,                0.64408,                   0.86,                0.00021,                0.00338,                0.00011,                  1e-05,                0.65204,                 19.654,                 1.6496,               0.000397,               0.000397,               0.000397
                     99,                0.06039,                0.64089,                0.85589,                0.01239,                      1,                0.03773,                0.03385,                0.49782,                  36.33,                 1.5116,               0.000298,               0.000298,               0.000298
                    100,                0.05085,                0.62658,                0.85377,                0.01047,                      1,                0.05821,                0.05035,                 0.4936,                 56.938,                  1.271,               0.000199,               0.000199,               0.000199
